,Link to PDF,Dates of Breach,Name of Entity,State Reported
355,https://www.doj.nh.gov/consumer/security-breaches/documents/cape-may-lewes-ferry-20141030.pdf,"October 30, 2014","Cape May-Lewes Ferry, ",New Hampshire
356,https://www.doj.nh.gov/consumer/security-breaches/documents/capella-university-20130214.pdf,"February 14, 2013","Capella University, ",New Hampshire
357,https://www.doj.nh.gov/consumer/security-breaches/documents/capital-city-bank-20190128.pdf,"January 28, 2019","Capital City Bank Group, Inc.,  ",New Hampshire
358,https://www.doj.nh.gov/consumer/security-breaches/documents/capital-digestive-care-20180423.pdf,"April 23, 2018","Capital Digestive Care, ",New Hampshire
359,https://www.doj.nh.gov/consumer/security-breaches/documents/capital-first-trust-20170510.pdf,"May 10, 2017","Capital First Trust Company, ",New Hampshire
360,https://www.doj.nh.gov/consumer/security-breaches/documents/capital-integration-20180625.pdf,"June 25, 2018","Capital Integration Systems LLC, ",New Hampshire
361,https://www.doj.nh.gov/consumer/security-breaches/documents/capital-one-20100518.pdf,"May 18, 2010","Capital One, ",New Hampshire
362,https://www.doj.nh.gov/consumer/security-breaches/documents/cardinal-health-20101008.pdf,"October 08, 2010","Cardinal Health, ",New Hampshire
363,https://www.doj.nh.gov/consumer/security-breaches/documents/cardinal-health-20100907.pdf,"September 07, 2010","Cardinal Health, ",New Hampshire
364,https://www.doj.nh.gov/consumer/security-breaches/documents/carecentrix-20160321.pdf,"March 21, 2016","CareCentrix, Inc., ",New Hampshire
365,https://www.doj.nh.gov/consumer/security-breaches/documents/carecentrix-20140918.pdf,"September 18, 2014","CareCentrix, Inc., ",New Hampshire
366,https://www.doj.nh.gov/consumer/security-breaches/documents/care-com-20160310.pdf,"March 10, 2016","Care.com Inc., ",New Hampshire
367,https://www.doj.nh.gov/consumer/security-breaches/documents/career-technology-education-20180706.pdf,"July 06, 2018","Career & Technology Education Centers of Licking County ""C-TEC"", ",New Hampshire
368,https://www.doj.nh.gov/consumer/security-breaches/documents/carefirst-20150520.pdf,"May 20, 2015","CareFirst, ",New Hampshire
369,https://www.doj.nh.gov/consumer/security-breaches/documents/carpenters-benefit-funds-20180913.pdf,"September 13, 2018","Carpenters Benefit Funds Of Philadelphia (""Carpenters Benefit Funds""), ",New Hampshire
370,https://www.doj.nh.gov/consumer/security-breaches/documents/cartier-20130225.pdf,"February 25, 2013","Cartier North America, ",New Hampshire
371,https://www.doj.nh.gov/consumer/security-breaches/documents/carus-publishing-20080508.pdf,"May 08, 2007","Carus Publishing Company, ",New Hampshire
372,https://www.doj.nh.gov/consumer/security-breaches/documents/cvmc-20181024.pdf,"October 22, 2018","Catawba Valley Medical  Center (""CVMC""), ",New Hampshire
373,https://www.doj.nh.gov/consumer/security-breaches/documents/caterpillar-20080427.pdf,"April 27, 2007","Caterpillar, ",New Hampshire
374,https://www.doj.nh.gov/consumer/security-breaches/documents/catholic-united-financial-20171005.pdf,"October 05, 2017","Catholic United Financial, ",New Hampshire
375,https://www.doj.nh.gov/consumer/security-breaches/documents/cathay-pacific-20181025.pdf,"October 25, 2018","Cathay Pacific Airways Limited, ",New Hampshire
376,https://www.doj.nh.gov/consumer/security-breaches/documents/cayan-20170223.pdf,"February 23, 2017","Cayan LLC, ",New Hampshire
377,https://www.doj.nh.gov/consumer/security-breaches/documents/cbiz-20180718.pdf,"July 18, 2018","CBIZ MHM, LLC, ",New Hampshire
378,https://www.doj.nh.gov/consumer/security-breaches/documents/cbs-consolidated-20170823.pdf,"August 23, 2017","CBS Consolidated, Inc. dba Cornerstone Business & Management Solutions, ",New Hampshire
379,https://www.doj.nh.gov/consumer/security-breaches/documents/ccs-medical-20121210.pdf,"December 10, 2012","CCS Medical, Inc., ",New Hampshire
380,https://www.doj.nh.gov/consumer/security-breaches/documents/cecchi-20170920.pdf,"September 20, 2017","Cecchi and Associates, Inc. (Rudy), ",New Hampshire
381,https://www.doj.nh.gov/consumer/security-breaches/documents/cendera-funding-20181030.pdf,"October 30, 2018","Cendera Funding, ",New Hampshire
382,https://www.doj.nh.gov/consumer/security-breaches/documents/centerstone-insurance-20190108.pdf,"January  8, 2019","Centerstone Insurance and Financial Services d/b/a BenefitMall,   ",New Hampshire
383,https://www.doj.nh.gov/consumer/security-breaches/documents/centicor-20080123.pdf,"January 03, 2008","Centicor, ",New Hampshire
384,https://www.doj.nh.gov/consumer/security-breaches/documents/central-christian-20180615.pdf,"June 15, 2018","Central Christian College of Kansas, ",New Hampshire
385,https://www.doj.nh.gov/consumer/security-breaches/documents/central-city-concern-20140425.pdf,"April 25, 2014","Central City Concern (""CCC""), ",New Hampshire
386,https://www.doj.nh.gov/consumer/security-breaches/documents/central-hudson-gas-electric-20130301.pdf,"March 01, 2013","Central Hudson Gas & Electric Corporation, ",New Hampshire
387,https://www.doj.nh.gov/consumer/security-breaches/documents/central-hudson-gas-electric-20130227.pdf,"February 27, 2013","Central Hudson Gas & Electric Corporation, ",New Hampshire
388,https://www.doj.nh.gov/consumer/security-breaches/documents/central-ohio-urology-20160922.pdf,"September 22, 2016","Central Ohio Urology Group, Inc., ",New Hampshire
389,https://www.doj.nh.gov/consumer/security-breaches/documents/centric-group-20130109.pdf,"January 09, 2013","Centric Group, L.L.C., ",New Hampshire
390,https://www.doj.nh.gov/consumer/security-breaches/documents/centric-software-20100809.pdf,"August 09, 2010","Centric Software Inc., ",New Hampshire
391,https://www.doj.nh.gov/consumer/security-breaches/documents/centurylink-20170224.pdf,"February 24, 2017","CenturyLink's Corporate Security, ",New Hampshire
392,https://www.doj.nh.gov/consumer/security-breaches/documents/century-martial-arts-20170925.pdf,"September 25, 2017","Century Martial Arts, ",New Hampshire
393,https://www.doj.nh.gov/consumer/security-breaches/documents/century-spring-2019123.pdf,"January 23, 2019","Century Spring Corp.,  ",New Hampshire
394,https://www.doj.nh.gov/consumer/security-breaches/documents/ceridian-20100201.pdf,"February 01, 2010","Ceridian Corporation, ",New Hampshire
395,https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-20070919.pdf,"July 19, 2007","Certegy, ",New Hampshire
396,https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-20080705.pdf,"July 05, 2007","Certegy, ",New Hampshire
397,https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-fis-20080730.pdf,"July 30, 2007","Certegy – FIS, ",New Hampshire
398,https://www.doj.nh.gov/consumer/security-breaches/documents/certifikid-20160505.pdf,"May 05, 2016","CertifiKid, LLC, ",New Hampshire
399,https://www.doj.nh.gov/consumer/security-breaches/documents/cetera-20180426.pdf,"April 26, 2018","Cetera Advisors LLC, ",New Hampshire
400,https://www.doj.nh.gov/consumer/security-breaches/documents/cetera-20180108.pdf,"January 08, 2018","Cetera Advisors LLC, ",New Hampshire
401,https://www.doj.nh.gov/consumer/security-breaches/documents/challenger-sports-20181023.pdf,"October 23, 2018","Challenger Sports, Inc. (Challenger), ",New Hampshire
402,https://www.doj.nh.gov/consumer/security-breaches/documents/chamberlain-group-20181127.pdf,"November 27, 2018","Chamberlain Group, Inc. (CGI),   ",New Hampshire
403,https://www.doj.nh.gov/consumer/security-breaches/documents/champlain-college-20130702.pdf,"July 02, 2013","Champlain College, ",New Hampshire
404,https://www.doj.nh.gov/consumer/security-breaches/documents/champlain-college-20130531.pdf,"May 31, 2013","Champlain College, ",New Hampshire
405,https://www.doj.nh.gov/consumer/security-breaches/documents/chapman-20180820.pdf,"August 20, 2018","Chapman, ",New Hampshire
406,https://www.doj.nh.gov/consumer/security-breaches/documents/chapman-university-20130411.pdf,"April 11, 2013","Chapman University, ",New Hampshire
407,https://www.doj.nh.gov/consumer/security-breaches/documents/chapman-university-20110222.pdf,"February 22, 2011","Chapman University, ",New Hampshire
408,https://www.doj.nh.gov/consumer/security-breaches/documents/char-broil-20170524.pdf,"May 24, 2017","Char-Broil, LLC, ",New Hampshire
409,https://www.doj.nh.gov/consumer/security-breaches/documents/charles-schwab-20160503.pdf,"May 03, 2016","Charles Schaw & Co, Inc., ",New Hampshire
410,https://www.doj.nh.gov/consumer/security-breaches/documents/charles-schwab-20090612.pdf,"June 12, 2009","Charles Schwab & Co, Inc., ",New Hampshire
411,https://www.doj.nh.gov/consumer/security-breaches/documents/chart-industries-20090810.pdf,"August 10, 2009","Chart Industries Inc., ",New Hampshire
412,https://www.doj.nh.gov/consumer/security-breaches/documents/charter-communications-20080805.pdf,"August 05, 2008","Charter Communications, ",New Hampshire
413,https://www.doj.nh.gov/consumer/security-breaches/documents/cheddars--casual-cafe-20171115.pdf,"November 15, 2017","Cheddar's  Casual Cafe, Inc. dba Cheddar's Scratch Kitchen, ",New Hampshire
414,https://www.doj.nh.gov/consumer/security-breaches/documents/cheddars-casual-cafe-20170929.pdf,"September 29, 2017","Cheddar's Casual Cafe, Inc. dba Cheddar's Scratch Kitchen, ",New Hampshire
415,https://www.doj.nh.gov/consumer/security-breaches/documents/cheddars-scratch-kitchen-20180824.pdf,"August 24, 2018","Cheddar's Scratch Kitchen, ",New Hampshire
416,https://www.doj.nh.gov/consumer/security-breaches/documents/chevron-20161012.pdf,"October 12, 2016","Chevron USA, Inc., ",New Hampshire
417,https://www.doj.nh.gov/consumer/security-breaches/documents/chicago-20080316.pdf,"March 16, 2009","Chicago, IL, City of, ",New Hampshire
418,https://www.doj.nh.gov/consumer/security-breaches/documents/child-family-services-20130422.pdf,"April 22, 2013","Child and Family Services of New Hampshire, ",New Hampshire
419,https://www.doj.nh.gov/consumer/security-breaches/documents/child-support-services-20190117.pdf,"January 17, 2019","Child Support Services,   NH Department of Helath and Human Services, ",New Hampshire
420,https://www.doj.nh.gov/consumer/security-breaches/documents/childrens-place-20170404.pdf,"April 04, 2017","Children's Place, Inc., The, ",New Hampshire
421,https://www.doj.nh.gov/consumer/security-breaches/documents/childrens-hospital-20090212.pdf,"February 12, 2009","Children's Hospital Boston, ",New Hampshire
422,https://www.doj.nh.gov/consumer/security-breaches/documents/childrens-mercy-hospital-20180430.pdf,"April 30, 2018","Children's Mercy Hospital, ",New Hampshire
423,https://www.doj.nh.gov/consumer/security-breaches/documents/chipolte-mexican-grill-20170526.pdf,"May 26, 2017","Chipolte Mexican Grill, Inc., ",New Hampshire
424,https://www.doj.nh.gov/consumer/security-breaches/documents/chipolte-mexican-grilll-20080415.pdf,"April 15, 2008","Chipotle Mexican Grill, ",New Hampshire
425,https://www.doj.nh.gov/consumer/security-breaches/documents/choice-hotels-20120425.pdf,"April 25, 2012","Choice Hotels International, ",New Hampshire
426,https://www.doj.nh.gov/consumer/security-breaches/documents/choiceone-urgent-care-20180808.pdf,"August 08, 2018","ChoiceOne Urgent Care, ",New Hampshire
427,https://www.doj.nh.gov/consumer/security-breaches/documents/choices-20120731.pdf,"July 31, 2012","Choices, Inc., ",New Hampshire
428,https://www.doj.nh.gov/consumer/security-breaches/documents/chopra--enterprises-20180307.pdf,"March 07, 2018","Chopra Enterprises, LLC, ",New Hampshire
429,https://www.doj.nh.gov/consumer/security-breaches/documents/christiansburg-20181130.pdf,"November 30, 2018","Christiansburg, Virginia (Town of), ",New Hampshire
430,https://www.doj.nh.gov/consumer/security-breaches/documents/christies-20170324.pdf,"March 24, 2017","Christies, Inc., ",New Hampshire
431,https://www.doj.nh.gov/consumer/security-breaches/documents/christus-st-john-20121116.pdf,"November 16, 2012","CHRISTUS St. John Hospital, ",New Hampshire
432,https://www.doj.nh.gov/consumer/security-breaches/documents/chs-20101221.pdf,"December 21, 2010","CHS, ",New Hampshire
433,https://www.doj.nh.gov/consumer/security-breaches/documents/cici-enterprises-20160719.pdf,"July 19, 2016","CiCi Enterprises, LP, ",New Hampshire
434,https://www.doj.nh.gov/consumer/security-breaches/documents/cics-employment-services-20150204.pdf,"February 04, 2015","CICS Employment Services, Inc., ",New Hampshire
435,https://www.doj.nh.gov/consumer/security-breaches/documents/cin-legal-20111227.pdf,"December 27, 2011","CIN Legal Data Services, ",New Hampshire
436,https://www.doj.nh.gov/consumer/security-breaches/documents/cincinnati-reds-20181119.pdf,"November 19, 2018","Cincinnati Reds (the Reds),   ",New Hampshire
437,https://www.doj.nh.gov/consumer/security-breaches/documents/cisco-20120409.pdf,"April 09, 2012","Cisco Systems, Inc., ",New Hampshire
438,https://www.doj.nh.gov/consumer/security-breaches/documents/citgo-20131206.pdf,"December 06, 2013","CITGO, ",New Hampshire
439,https://www.doj.nh.gov/consumer/security-breaches/documents/citi-20150120.pdf,"January 20, 2015","Citi, ",New Hampshire
440,https://www.doj.nh.gov/consumer/security-breaches/documents/citi-20130328.pdf,"March 28, 2013","Citi, ",New Hampshire
441,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20170202.pdf,"February 02, 2017","Citibank, ",New Hampshire
442,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20170411.pdf,"April 11, 2017","Citibank, ",New Hampshire
443,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150210.pdf,"Feburary 10, 2015","Citibank, ",New Hampshire
444,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150127.pdf,"January 27, 2015","Citibank, ",New Hampshire
445,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20131126.pdf,"November 26, 2013","Citibank, ",New Hampshire
446,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20131113.pdf,"November 13, 2013","Citibank, ",New Hampshire
447,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20130626.pdf,"June 26, 2013","Citibank, ",New Hampshire
448,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150210.pdf,"Feburary 10, 2015","Citibank, ",New Hampshire
449,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20120313.pdf,"March 13, 2012","Citibank, ",New Hampshire
450,https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20110609.pdf,"June 09, 2011","Citibank (South Dakota), ",New Hampshire
451,https://www.doj.nh.gov/consumer/security-breaches/documents/cities-services-20150429.pdf,"April 29, 2015","Cities Services, LLC, ",New Hampshire
452,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180614.pdf,"June 14, 2018","Citizens Finalcial Group, Inc., ",New Hampshire
453,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180306.pdf,"March 06, 2018","Citizens Financial Group, Inc., ",New Hampshire
454,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180202.pdf,"February 02, 2018","Citizens Financial Group, Inc., ",New Hampshire
455,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20171004.pdf,"October 04, 2017","Citizens Financial Group, Inc., ",New Hampshire
456,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170829.pdf,"August 29, 2017","Citizens Financial Group, Inc., ",New Hampshire
457,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170801.pdf,"August 01, 2017","Citizens Financial Group, Inc., ",New Hampshire
458,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170707.pdf,"July 07, 2017","Citizens Financial Group, Inc., ",New Hampshire
459,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170703.pdf,"July 03, 2017","Citizens Financial Group, Inc., ",New Hampshire
460,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170607.pdf,"June 07, 2017","Citizens Financial Group, Inc., ",New Hampshire
461,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170606.pdf,"June 06, 2017","Citizens Financial Group, Inc., ",New Hampshire
462,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20170505.pdf,"May 05, 2017","Citizens Financial Group, Inc., ",New Hampshire
463,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170413.pdf,"April 13, 2017","Citizens Financial Group, Inc., ",New Hampshire
464,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170405.pdf,"April 05, 2017","Citizens Financial Group, Inc., ",New Hampshire
465,https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20151202.pdf,"December 02, 2015","Citizens Financial Group, Inc., 	",New Hampshire
466,https://www.doj.nh.gov/consumer/security-breaches/documents/city-harvest-20070703.pdf,"July 03, 2007","City Harvest, Inc., ",New Hampshire
467,https://www.doj.nh.gov/consumer/security-breaches/documents/claires-20120426.pdf,"April 26, 2012","Claire's Stores, ",New Hampshire
468,https://www.doj.nh.gov/consumer/security-breaches/documents/clamcase-20140828.pdf,"August 28, 2014","ClamCase, LLC, ",New Hampshire
469,https://www.doj.nh.gov/consumer/security-breaches/documents/clamcase-20140822.pdf,"August 22, 2014","ClamCase, LLC, ",New Hampshire
470,https://www.doj.nh.gov/consumer/security-breaches/documents/clarfeld-financial-20180316.pdf,"March 16, 2018","Clarfeld Financial Advisors, ",New Hampshire
471,https://www.doj.nh.gov/consumer/security-breaches/documents/clarity-media-20131107.pdf,"November 07, 2013","Clarity Media Group, Inc., ",New Hampshire
472,https://www.doj.nh.gov/consumer/security-breaches/documents/clark-friel-joyce-20121228.pdf,"December 28, 2012","Clark, Friel and Joyce, PA, ",New Hampshire
473,https://www.doj.nh.gov/consumer/security-breaches/documents/clark-neitzel-20120906.pdf,"September 06, 2012","Clark-Neitzel, Charlotte, Dr., ",New Hampshire
474,https://www.doj.nh.gov/consumer/security-breaches/documents/clarksons-20180730.pdf,"July 30, 2018","Clarkson PLC, ",New Hampshire
475,https://www.doj.nh.gov/consumer/security-breaches/documents/clarksville-montgomery-school-20120808.pdf,"August 08, 2012","Clarksville-Montgomery County School System, ",New Hampshire
476,https://www.doj.nh.gov/consumer/security-breaches/documents/clearview-realty-20181224.pdf,"December 24, 2018","Clearview Realty Ventures LLC d/b/a Lake Opechee Inn and Spa,   ",New Hampshire
477,https://www.doj.nh.gov/consumer/security-breaches/documents/client-network-20160418.pdf,"April 18, 2016","Client Network Services, Inc., ",New Hampshire
478,https://www.doj.nh.gov/consumer/security-breaches/documents/clif-bar-winery-20150612.pdf,"June 12, 2015","Clif Bar Familty Winery & Farm, LLC., ",New Hampshire
479,https://www.doj.nh.gov/consumer/security-breaches/documents/cliftonlarsonallen-20170920.pdf,"September 20, 2017","CliftonLarsonAllen LLP, ",New Hampshire
480,https://www.doj.nh.gov/consumer/security-breaches/documents/clinical-pathology-20180321.pdf,"March 21, 2018","Clinical Pathology Laboratories Southeast, Inc., ",New Hampshire
481,https://www.doj.nh.gov/consumer/security-breaches/documents/clinical-reference-20131007.pdf,"October 07, 2013","Clinical Reference Laboratory, Inc. (CRL), ",New Hampshire
482,https://www.doj.nh.gov/consumer/security-breaches/documents/clinical-reference-20131003.pdf,"October 03, 2013","Clinical Reference Laboratory, Inc. (CRL), ",New Hampshire
483,https://www.doj.nh.gov/consumer/security-breaches/documents/clinton-health-20160405.pdf,"April 05, 2016","Clinton Health Access Initiative, ",New Hampshire
484,https://www.doj.nh.gov/consumer/security-breaches/documents/clinton-health-access-20130329.pdf,"March 29, 2013","Clinton Health Access Initiative, ",New Hampshire
485,https://www.doj.nh.gov/consumer/security-breaches/documents/clysar-20170526.pdf,"May 26, 2017","Clysar, LLC, ",New Hampshire
486,https://www.doj.nh.gov/consumer/security-breaches/documents/cng-financial-20180830.pdf,"August 3, 2018","CNG Financial Corporation, Inc. (CNG), ",New Hampshire
487,https://www.doj.nh.gov/consumer/security-breaches/documents/cnu-20180423.pdf,"April 23, 2018","CNU of New Hampshire, LLC dba CashNetUSA, ",New Hampshire
488,https://www.doj.nh.gov/consumer/security-breaches/documents/cnu-20180313.pdf,"March 13, 2018","CNU Online Holdings, LLC, ",New Hampshire
489,https://www.doj.nh.gov/consumer/security-breaches/documents/coa-network-20160619.pdf,"June 19, 2015","COA Network, Inc., ",New Hampshire
490,https://www.doj.nh.gov/consumer/security-breaches/documents/cobra-electronics-20091109.pdf,"November 09, 2009","Cobra Electronics, ",New Hampshire
491,https://www.doj.nh.gov/consumer/security-breaches/documents/coca-cola-bottling-20181001.pdf,"October 01, 2018","Coca-Cola Bottling Company of Northern New England (""CCNNE""), ",New Hampshire
492,https://www.doj.nh.gov/consumer/security-breaches/documents/coca-cola-20180119.pdf,"January 19, 2018","Coca-Cola Company, The, ",New Hampshire
493,https://www.doj.nh.gov/consumer/security-breaches/documents/coca-cola-20140123.pdf,"January 23, 2014","Coca-Cola Company, The, ",New Hampshire
494,https://www.doj.nh.gov/consumer/security-breaches/documents/coca-cola-credit-union-20120222.pdf,"February 22, 2012","Coca-Cola Company Family Federal Credit Union, ",New Hampshire
495,https://www.doj.nh.gov/consumer/security-breaches/documents/cohen-grieb-20160602.pdf,"June 02, 2016","Cohen & Grieb, P.A., ",New Hampshire
496,https://www.doj.nh.gov/consumer/security-breaches/documents/coincafe-20171018.pdf,"October 18, 2017","Coincafe, ",New Hampshire
497,https://www.doj.nh.gov/consumer/security-breaches/documents/cole-sport-20170727.pdf,"July 27, 2017","Cole Sport, ",New Hampshire
498,https://www.doj.nh.gov/consumer/security-breaches/documents/college-board-20120113.pdf,"January 13, 2012","College Board, ",New Hampshire
499,https://www.doj.nh.gov/consumer/security-breaches/documents/college-holy-cross-20171018.pdf,"October 18, 2017","College of the Holy Cross, ",New Hampshire
500,https://www.doj.nh.gov/consumer/security-breaches/documents/collier-heggerness-bronk-20181112.pdf,"November 12, 2018","Collier Heggerness & Bronk CPA's PS Inc., ",New Hampshire
501,https://www.doj.nh.gov/consumer/security-breaches/documents/college-holy-cross-20111007.pdf,"October 07, 2011","College of the Holy Cross, ",New Hampshire
502,https://www.doj.nh.gov/consumer/security-breaches/documents/colonial-properties-20130930.pdf,"September 30, 2013","Colonial Properties Trust, ",New Hampshire
503,https://www.doj.nh.gov/consumer/security-breaches/documents/colorado-bankers-20180803.pdf,"August 03, 2018","Colorado Bankers Life Insurance Company, ",New Hampshire
504,https://www.doj.nh.gov/consumer/security-breaches/documents/colorado-springs-utility-20110114.pdf,"January 14, 2011","Colorado Springs Utility, ",New Hampshire
505,https://www.doj.nh.gov/consumer/security-breaches/documents/colt-express-20080619.pdf,"June 19, 2008","Colt Express Outsourcing Services, ",New Hampshire
506,https://www.doj.nh.gov/consumer/security-breaches/documents/columbia-capital-20080421.pdf,"April 21, 2008","Columbia Capital, ",New Hampshire
507,https://www.doj.nh.gov/consumer/security-breaches/documents/columbia-threadneedle-20151110.pdf,"November 11, 2015","Columbia Threadneedle Investments, ",New Hampshire
508,https://www.doj.nh.gov/consumer/security-breaches/documents/columbia-university-20120423.pdf,"April 23, 2012","Columbia University, ",New Hampshire
509,https://www.doj.nh.gov/consumer/security-breaches/documents/columbia-university-20100201.pdf,"February 01, 2010","Columbia University, ",New Hampshire
510,https://www.doj.nh.gov/consumer/security-breaches/documents/columbia-university-medical-center-20130506.pdf,"May 06, 2013","Columbia University Medical Center of Columbia University, ",New Hampshire
511,https://www.doj.nh.gov/consumer/security-breaches/documents/columbian-financial-group-20150417.pdf,"April 17, 2015","Columbian Financial Group, ",New Hampshire
512,https://www.doj.nh.gov/consumer/security-breaches/documents/combat-brands-20170414.pdf,"April 14, 2017","Combat Brands LLC, ",New Hampshire
513,https://www.doj.nh.gov/consumer/security-breaches/documents/commonbond-20161229.pdf,"December 29, 2016","CommonBond, ",New Hampshire
514,https://www.doj.nh.gov/consumer/security-breaches/documents/commonwealth-health-20170324.pdf,"March 24, 2017","Commonwealth Health Corporation, ",New Hampshire
515,https://www.doj.nh.gov/consumer/security-breaches/documents/community-college-nh-20080424.pdf,"April 24, 2008","Community College System of NH, ",New Hampshire
516,https://www.doj.nh.gov/consumer/security-breaches/documents/community-health-plan-20170103.pdf,"January 03, 2017","Community Health Plan of Washington, ",New Hampshire
517,https://www.doj.nh.gov/consumer/security-breaches/documents/comnet-marketing-20161229.pdf,"December 29, 2016","Comnet Marketing Group, ",New Hampshire
518,https://www.doj.nh.gov/consumer/security-breaches/documents/comnet-marketing-20160711.pdf,"July 11, 2016","Comnet Marketing Group, Inc., ",New Hampshire
519,https://www.doj.nh.gov/consumer/security-breaches/documents/complete-medical-homecare-20140121.pdf,"January 21, 2014","Complete Medical Homecare, ",New Hampshire
520,https://www.doj.nh.gov/consumer/security-breaches/documents/complyright-20180713.pdf,"July 13, 2018","ComplyRight, ",New Hampshire
521,https://www.doj.nh.gov/consumer/security-breaches/documents/computer-sciences-20130403.pdf,"April 03, 2013","Computer Sciences Corporation, ",New Hampshire
522,https://www.doj.nh.gov/consumer/security-breaches/documents/concept-title-20180814.pdf,"August 14, 2018","Concept Title Services, Inc., ",New Hampshire
523,https://www.doj.nh.gov/consumer/security-breaches/documents/concord-hospital-security-20110607.pdf,"June 07, 2011","Concord Hospital, ",New Hampshire
524,https://www.doj.nh.gov/consumer/security-breaches/documents/concord-hospital-20070608.pdf,"June 08, 2007","Concord Hospital Security, ",New Hampshire
525,https://www.doj.nh.gov/consumer/security-breaches/documents/concord-massachusetts-20190207.pdf,"February 07, 2019","Concord, Massachusetts,  ",New Hampshire
526,https://www.doj.nh.gov/consumer/security-breaches/documents/concord-orthopaedics-20180313.pdf,"March 13, 2018","Concord Orthopaedics, ",New Hampshire
527,https://www.doj.nh.gov/consumer/security-breaches/documents/concord-visting-nurse-20080418.pdf,"April 18, 2008","Concord Regional Visiting Nurse Association, ",New Hampshire
528,https://www.doj.nh.gov/consumer/security-breaches/documents/concur-technologies-20101208.pdf,"December 08, 2010","Concur Technologies, Inc., ",New Hampshire
529,https://www.doj.nh.gov/consumer/security-breaches/documents/concur-technologies-20101215.pdf,"December 15, 2010","Concur Technologies, Inc., ",New Hampshire
530,https://www.doj.nh.gov/consumer/security-breaches/documents/connecticut-airport-authority-20180209.pdf,"February 09, 2018","Connecticut Airport Authority, ",New Hampshire
531,https://www.doj.nh.gov/consumer/security-breaches/documents/connecticut-college-20170410.pdf,"April 10, 2017","Connecticut College, ",New Hampshire
532,https://www.doj.nh.gov/consumer/security-breaches/documents/connecticut-parent-advocacy-20170726.pdf,"July 26, 2017","Connecticut Parent Advocacy Center, ",New Hampshire
533,https://www.doj.nh.gov/consumer/security-breaches/documents/connecticut-players-20171218.pdf,"December 18, 2017","Connecticut Players Foundation, Inc. dba Long Wharf Theatre, ",New Hampshire
534,https://www.doj.nh.gov/consumer/security-breaches/documents/connecticut-store-20130130.pdf,"January 30, 2013","Connecticut Store, The , ",New Hampshire
535,https://www.doj.nh.gov/consumer/security-breaches/documents/continental-airlines-20090102.pdf,"January 12, 2009","Continental Airlines, ",New Hampshire
536,https://www.doj.nh.gov/consumer/security-breaches/documents/continental-american-insurance-20140117.pdf,"January 17, 2014","Continental American Insurance Company, ",New Hampshire
537,https://www.doj.nh.gov/consumer/security-breaches/documents/control-technologies-20180409.pdf,"April 09, 2018","Control Technologies, Inc., ",New Hampshire
538,https://www.doj.nh.gov/consumer/security-breaches/documents/convatec-20160309.pdf,"March 09, 2016","ConvaTec, Inc., ",New Hampshire
539,https://www.doj.nh.gov/consumer/security-breaches/documents/convey-health-solutions-20160321.pdf,"March 21, 2016","Convey Health Solutions, Inc., ",New Hampshire
540,https://www.doj.nh.gov/consumer/security-breaches/documents/conway-group-20160516.pdf,"May 16, 2016","Conway Group, Inc., ",New Hampshire
541,https://www.doj.nh.gov/consumer/security-breaches/documents/cooper-university-hospital-20100909.pdf,"September 09, 2010","Cooper University Hospital, ",New Hampshire
542,https://www.doj.nh.gov/consumer/security-breaches/documents/coordinated-transportation-20171128.pdf,"November 28, 2017","Coordinated Transportation Solutions, ",New Hampshire
543,https://www.doj.nh.gov/consumer/security-breaches/documents/copart-20150527.pdf,"May 27, 2015","Copart, Inc., ",New Hampshire
544,https://www.doj.nh.gov/consumer/security-breaches/documents/copilot-provider-20170118.pdf,"January 18, 2017","CoPilot Provider Support Services, Inc., ",New Hampshire
