,Link to PDF,Name of Entity,PDF text (ALL),Reported Date,State Reported
72,https://www.iowaattorneygeneral.gov/media/cms/Eddie_Bauer_LLC_D2B1E25622778.pdf,"Eddie Bauer, LLC",b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
73,https://www.iowaattorneygeneral.gov/media/cms/Empathia_Inc_09F3539138074.pdf,"Empathia, Inc.",b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
74,https://www.iowaattorneygeneral.gov/media/cms/EqualizeRCM_Systems_44C0499C4F704.pdf,EqualizeRCM Systems,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
75,https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Gyft_Inc_1D96022ACE68E.pdf,"Gyft, Inc.",b'\x0c\x0c\x0c\x0c\x0c',2016,Iowa
76,https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_HK_Financial_Services_A4FB7464BD89C.pdf,HK Financial Services,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
77,https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Hyatt_Hotels_Corporation_3C57C6038A754.pdf,Hyatt Hotels Corporation,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
78,https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_JB_Autosports_D321757573C3D.pdf,JB Autosports,b'\x0c\x0c\x0c',2016,Iowa
79,https://www.iowaattorneygeneral.gov/media/cms/Katherman_Kitts__Co_2DDF81C369DA8.pdf,Katherman Kitts & Co. LLP,b'\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
80,https://www.iowaattorneygeneral.gov/media/cms/Kimpton_Hotels__Restaurants_66C5B75BA133B.pdf,Kimpton Hotels & Restaurants,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
81,https://www.iowaattorneygeneral.gov/media/cms/Landrys_Inc_BED01DF5E14E1.pdf,"Landry's, Inc.",b'\x0c\x0c\x0c\x0c',2016,Iowa
82,https://www.iowaattorneygeneral.gov/media/cms/Luther_College_BB96B482B4CCB.pdf,Luther College,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
83,https://www.iowaattorneygeneral.gov/media/cms/Madison_Square_Garden_Company_MSG_A656862878901.pdf,Madison Square Garden Company (MSG),b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
84,https://www.iowaattorneygeneral.gov/media/cms/Mercy_Iowa_City_AAAC2BC13CCA0.pdf,Mercy Iowa City,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
85,https://www.iowaattorneygeneral.gov/media/cms/Michigan_State_University_7C774A2AD60C4.pdf,Michigan State University,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
86,https://www.iowaattorneygeneral.gov/media/cms/NJ_Spine_Center_708B3D2E09FB9.pdf,New Jersey Spine Center,"b'AG CONSUMER [AG] \n\nFrom: \nSent: \nTo: \nCc: \nSubject: \nAttachments: \n\nGood afternoon, \n\nstanleys@gtlaw.com  \nWednesday, September 21, 2016 4:08 PM \nAG CONSUMER [AG] \nmattiolim@gtlaw.com  \nData Breach/Security Notification \n317671737_1_lowa - Data Breach Notification.pdf; 317671435_1_NJ Spine Center Breach \nNotification Letter.pdf \n\nPlease see the attached correspondence sent on behalf of Mark L. Mattioli. \n\nThank you. \n\nStephen J. Stanley \nLitigation Paralegal \nGreenberg Traurig, LLP 12700 Two Commerce Square I 2001 Market Street I Philadelphia, PA 19103 \nMain 215.988.7800 I Direct: 215.988.7807 I Fax: 215.717.5203 \nstanleys@gtlaw.com  I www.gtlaw.com  \n\nGreenbergTraurig \n\nIf you are not an intended recipient of confidential and privileged information in this email, please delete it, \nnotify us immediately at postmaste0gtlaw.com, and do not use or disseminate such information. \n\n\x0cIN GreenbergTraurig \n\nMark Mattloll \nTel 215.988.7884 \nmattiolim@atlaw,Corn \n\nSeptember 21, 2016 \n\nVIA EMAIL \n\nOffice of the Attorney General of Iowa \nConsumer Protection Division \nSecurity Breach Notifications \n1305 E. Walnut Street \nDes Moines, Iowa 50319-0106 \n\nRe: (cid:9)\n\nData Breach Notification Pursuant to Iowa Code \xc2\xa7\xc2\xa7 7I5C.1, 715C.2 \n\nTo Whom It May Concern: \n\nI represent the New Jersey Spine Center (""NJSC""), which is located at 40 Main St. in Chatham, NJ \n07928,  On July 27, 2016, NJSC was the victim of a ransomware attack (CryptoWall) that encrypted its \npatient records and disabled its telephone systems, The information would contain date of birth, and in \nsome cases SSN, driver\'s license and payment information such as credit card and bank information. \nThe hackers demanded a payment be made to them so that the practice could be provided with an \nencryption key to unlock the files. NJSC paid the ransom to unlock the files and notified the New Jersey \noffice of the FBI and NJ State police. We have no reason to believe that any of the information was \nretrieved by the hackers for identify theft purposes, \n\nAppropriate notification letters ore being sent to all affected patients_ pwtiant to The l lealth Information \nTechnology for Economic and Clinical Health (1-WIECH) Act A sample copy of the letter is enclosed. \nMSC will offer complimentaty credit monitoring to all its patients (approximately 2$,000), The Office \nof Civil Rights of the Department of Health and Human Services and credit reporting agencies will also \nbe notified of the incident. \n\nWith regard to the State of Iowa, one (1) individual was notified of the incident. While NJSC is not \nlicensed in the State of Iowa, and does not do business in the state or solicit patients from the state, we are \nnevertheless advising you of this incident. \n\nPlease give me a call at the above telephone number if you have any questions. \n\nMM:ss \n\nGREEI8BERG TRAURIG. LLP a ATTORNEYS AT LAW  WWW GTLAWCOM \n2700 Two Commerce Square  a  2001 Market Street a Philadelphia, PA 19103 n Tel 21E9887800 a Fax 21.59887801 \n\n\x0cReturn Mail Processing Center \nPO Box 6336 \nPortland, OR 97228-6336 \n\n-(1-cm a i 1 id>> \n<<Name>> \n--c<Street Address>> \nStale Zip>> \n\n<Date>> \n\nDew-  Ms./Mr, <<Name>>, \n\nThe privacy, security and confidentiality of the information we maintain for our patients is a top priority for everyone \nat the New Jersey Spine Center. Regrettably, we are writing to inform you we have had a security incident. \n\nOn July 27, 2016, our computer systems were attacked by a malware ransom virus called ""CryptoWall."" The malware \nwas detected by our virus protection software but unfortunately not until after our electronic patient records were \nencrypted. The virus encrypted, thereby rendering unusable, all of our electronic medical record files that contained \nall of the clinical information on our patients such as procedures, office notes, reports, etc. In addition to the medical \ninformation, the records contained demographic information such as date of birth, address, and in some cases SSN, \ncredit card and account information. The virus also encrypted our most recent system backup and even disabled our \nphone system. The individuals demanded that we pay a monetary ransom in order to receive an encryption key to \nunlock the files. Seeing no other option, we elected to pay the ransom to gain access to the records. We notified the \nFBI and local authorities regarding the incident. Unfortunately, these individuals often operate outside of the United \nStates, making detection, identification and prosecution nearly impossible. \n\nThe virus likely utilized a list of stolen passwords and ran an automated program that attempted access until a correct \nmatch was found. \n\nWhile we cannot guarantee that patient personal demographics were not the target for the intrusion, we have no \ninformation that would suggest the attack was an effort to steal patient information. Further, we have no information \nto suggest that any of your medical or financial information was used or acquired by the hackers for any improper \npurpose. \n\nIn an abundance of caution, we are notifying you of this incident and providing you with the option to obtain \ncomplimentary credit monitoring. To further protect yourself, you should be diligent and review your record with \nyour physician at your next appointment to verify your information if anything seems incorrect. \n\nWe have partnered with Equifax\xc2\xae to provide its Credit Watch\' Gold identity theft protection product for one year at \nno charge to you. A description of this product is provided in the attached materials, which also contains instructions \nabout how to enroll (including your personal activation code). If you choose to take advantage of this product, it will \nprovide you with a notification of any changes to your credit information, up to $25,000 Identity Theft Insurance \nCoverage and access to your credit report. You must complete the enrollment process by January 15, 2017. We urge \nyou to consider enrolling in this product, at our expense, and review the Additional Resources enclosed with this \nletter. \n\nP9991 v.07 09.20.2016 \n\n\x0cIf you have additional questions regarding this incident, please call the following toll free number: 844-749-5102. \n\nSincerely, \n\nSharon Hayden \nPractice Manager \nNew Jersey Spine Center \n\nP9992 v07 09.202016 \n\n\x0cActivation Code: <<INSERT Credit Monitoring Code>> \n\nAbout the Equifax Credit WatchTM Gold identity theft \nprotection product \n\nEquifax Credit Watch will provide you with an ""early \nwarning system"" to changes to your credit file. Note: \nYou must be over age 18 with a credit file in order to \ntake advantage of the product. \n\nEquifax Credit Watch provides you with the following \nkey features and benefits: \no  Comprehensive credit file monitoring and automated \nalerts of key changes to your Equifax credit report \no  Wireless alerts and customizable alerts available \n\n(available online only) \n\no  Access to your Equifax Credit ReportTM \no  Up to $25,000 in identity theft insurance with $0 \n\ndeductible, at no additional cost to you "" \n\no  Live agent Customer Service 7 days a week from \n8 a.m. to 3 a.m. to assist you in understanding \nthe content of your Equifax credit information, to \nprovide personalized identity theft victim assistance, \nand help initiate an investigation of inaccurate \ninformation. \n\no  90 day Fraud Alert placement with automatic \n\nrenewal functionality* (available online only) \n\nHow to Enroll: You can sign up online or over the phone \nTo sign up online for online delivery go to \nwww.myservices.equ ifax.com  /gold \n\n1 (cid:9)\n\nPane: Enter the Activation Code provided \nat the top of this page in the ""Activation Code"" box \nand click the ""Submit"" button. \n\n2.  Register: Complete the form with your contact \ninformation (name, gender, home address, date \nof birth, Social Security Number and telephone \nnumber) and click the ""Continue"" button. \n\n3.  Create Account: Complete the form with your email \naddress, create a User Name and Password, check \nthe box to accept the Terms of Use and click the \n""Continue"" button. \n\n4.  Verify 1D: The system will then ask you up to four \nsecurity questions to verify your identity. Please \nanswer the questions and click the ""Submit Order"" \nbutton. \n\n5.  Order Confirmation: This page shows you your \ncompleted enrollment. Please click the ""View My \nProduct"" button to access the product features. \n\nTo sign up for  US Mail delivery,  dial 1-866-937-8432 \nfor access to the Equifax Credit Watch automated \nenrollment process. Note that all credit reports and alerts \nwill be sent to you via US Mail only. \n\n1.  Activation Code: You will be asked to enter your \nenrollment code as provided at the top of this letter. \n2.  Customer Information: You will be asked to enter \nyour home telephone number, home address, name, \ndate of birth and Social Security Number. \n\n3.  Permissible Purpose: You will be asked to provide \nEquifax with your permission to access your \ncredit file and to monitor your file. Without your \nagreement, Equifax cannot process your enrollment. \n4.  Order Confirmation: Equifax will provide a \nconfirmation number with an explanation that you \nwill receive your Fulfillment Kit via the US Mail \n(when Equifax is able to verify your identity) or a \nCustomer Care letter with further instructions (if \nyour identity can notbe verified usingthe information \nprovided). Please allow up to 10 business days to \nreceive this information. \n\nDirections for placing a Fraud Alert \nA fraud alert is a consumer statement added to your credit report. This statement alerts creditors of possible \nfraudulent activity within your report as well as requests that they contact you prior to establishing any \naccounts in your name. Once the fraud alert is added to your credit report, all creditors should contact \nyou prior to establishing any account in your name. To place a fraud alert on your credit file, visit: \nhttps://www.alerts.equifax.com/AutoFraud  Onlineisp/fraudAlert.jsp or you may contact the Equifax auto fraud line \nat 1-877-478-7625, and follow the simple prompts. Once the fraud alert has been placed with Equifax, a notification \nwill be sent to the other two credit reporting agencies, Experian and Trans Union, on your behalf. \n\nIdentity Theft Insurance underwritten by insurance company subsidiaries or affiliates of American International Group, Inc. The \ndescription herein is a summary and intended for informational purposes only and does not include all terms, conditions and exclusions of \nthe policies described. Please refer to the actual policies for terms, conditions, and exclusions of coverage. Coverage may not be available in \nall jurisdictions. This product is not intended for minors (under 18 years of age). \n\n* The Automatic Fraud Alert feature made available to consumers by Equifax Information Services LLC and fulfilled on its behalf by \nEquifax Consumer Services LLC. \n\nP9993 v.07 09.20.2016 \n\n\x0c'",2016,Iowa
87,https://www.iowaattorneygeneral.gov/media/cms/Noodles__Company_2416BB8D0C9CB.pdf,Noodles & Company,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
88,https://www.iowaattorneygeneral.gov/media/cms/Olympia_Hotel_Management_LLC_B0CE39525DB01.pdf,"Olympia Hotel Management, LLC",b'\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
89,https://www.iowaattorneygeneral.gov/media/cms/Omni_Hotels__Resorts_7495183F561CB.pdf,Omni Hotels & Resorts,b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
90,https://www.iowaattorneygeneral.gov/media/cms/Quality_Food_Service_Inc_C915FD2761484.pdf,"Quality Food Service, Inc. [Wendy's]",b'\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
91,https://www.iowaattorneygeneral.gov/media/cms/Schwaab_Inc_6B764F1B33490.pdf,"Schwaab, Inc.","b""~~\n\nWhyte  Hirschboeck  Dudek  S.C.\n\nMelinda S. Giftos\nDirect Dial: (608) 234-6076\nmgiftos a whdlaw.com\n\nApril 11, 2016\n\nVIA US MAIL AND ELECTRONIC MAIL\nOffice of Attorney General of Iowa\nConsumer Protection Division\nHoover State Office Building\n1305 E. Walnut Street\nDes Moines, Iowa 50319-0106\nconsumer(r.~,iowa.~\n\nRe:  Data Security Incident Notification\n\nTo the Department of Consumer Affairs:\n\nThe purpose of this letter is to notify your office that my client, Schwaab, Inc.,\n\nrecently experienced a data security incident that may have affected consumers in Iowa.\n\nSchwaab is a small, Wisconsin-based company that operates e-commerce web sites\n\nand sells rubber stamp products. Schwaab recently learned that an unauthorized\nindividual uploaded malicious code to Schwaab's web server. This code allowed the\nindividual to access Schwaab's system. Upon learning of the security incident, Schwaab\nretained highly credentialed PCI forensic experts to investigate and analyze the\nincident. The investigation has been ongoing.\n\nOn March 4, 2016, the investigators released their Final Incident Response Report,\n\nwhich indicated that there was evidence that Schwaab's system had been accessed and\nmalicious code had been uploaded. However, they were unable to find evidence that any\nspecific data was accessed or stolen. Due to the nature of the breach, they do not think they\nwill ever be able to determine what, if any, data was accessed or compromised.\n\nAfter discovering the incident, Schwaab immediately contained the incident and\n\nimplemented additional security protocols to monitor for unusual activity.\n\nDuring the period of time that unauthorized access may have occurred, Schwaab\n\nwas doing business as usual and was processing customer credit card information. Out of\nthe abundance of caution and in the interest of protecting its customers, Schwaab has\n\nW H D/ 12602982.1\n\n33 E. MAIN STREET ~  SU[TE 300 ~  P.O. BOX 1379 ~  MADISON, WI 53701-1379 ~  TEL 608 255 4440 ~  FAX 608 258 7138 ~  WWW.W HDLAW.COM\n\nMILWAUKEE ~  MADISON ~  CHICAGO ~  WAUI<ESHA COUNTY\n\n\x0cWhyte  Hirschboeck  Dudek  S.C.\n\nOffice of Attorney General\nApril 11, 2016\nPage 2\n\nelected to report the incident to consumers, state attorney generals and the consumer\nreporting agencies. Schwaab is also working proactively with the credit card brands, law\nenforcement and others to ensure its customers' information is protected. In fact, Schwaab\ndelayed notification to customers and state governments upon the request of the Federal\nBureau of Investigation, who is investigating the incident.\n\nThe total number of consumers in Iowa affected, if any, is unknown as again,\n\nSchwaab has no evidence that any specific information was accessed or stolen. However,\napproximately 829 individuals in Iowa transacted business with Schwaab using a credit\ncard during the period of time a potential intrusion may have occurred. Those individuals\nhave been notified of the breach. Schwaab's customer notification letter form is attached.\n\nIf your office has any questions or would like to discuss this incident further, please\n\ndo not hesitate to contact me directly.\n\nSincerely,\n\nMelinda S. Giftos\n\nW H D/ 12602982.1\n\n\x0cHIGH QUALITY MARKING PRODUCTS SINCE 1881\n\n[INDIVIDUAL NAME]\n[STREET ADDRESS]\n[CITY, STATE AND POSTAL CODE]\n[DATE]\n\nDear [INDIVIDUAL NAME]:\n\nThank you for shopping at Discount Rubber Stamps.Com. You are a valued\n\ncustomer and we appreciate your business. We respect the privacy of your information,\nwhich is why, as a precautionary measure, we are writing to let you know about a data\nsecurity incident that appears to have taken place on our system.\n\nWe recently learned that sometime between January 22, 2014 and January 26, 2016,\n\nour computer system was accessed without our authorization. During this time, it is\npossible that our customer credit card information may have been compromised. We have\nno evidence that any specific information was accessed or stolen. Out of an abundance of\ncaution, we are letting you know about the incident so you can take steps to protect\nyourself.\n\nDuring the time period that someone may have accessed our system, all credit card\n\ninformation processed on our systems was stored on an encrypted server and was\nprotected by security protocols. Schwaab maintains industry standard security protocols,\nand, since learning of attempted activity on our site, has implemented additional security\nmeasures designed to prevent a recurrence of such an attack, to quickly identify unusual\nactivity, and to further protect the privacy of your information. We are also actively\nworking with forensic investigators and law enforcement. In fact, we delayed our\nnotification to you under the direction of the Federal Bureau of Investigation so they could\ntake steps to identify the individuals who appeared to have accessed our system.\n\nWe value your privacy and deeply regret that this incident occurred. We are taking\n\nthis incident very seriously and are actively continuing our investigation of the situation.\nWe will notify you if there are any significant developments. Please review the attachment\nto this letter for more information on how you can take steps to actively protect your\npersonal information. For further information and assistance, please contact us at 1-844-\n608-3819 or customers@discountrubberstamps.com.\n\nSincerely,\n\n~~~rv~.~ ~~~\nJeremiah McNeal\nPresident &CEO\n\nWHD/12600195.1\n\n12855 W. Lisbon Rd.,Suite 100 Brookfield, Wisconsin 53005\n\nP.O. Box 26069 Milwaukee Wisconsin 53226-0069\n\n\x0cschwaab, : nc\n\nHIGH QUALITY MARKING PRODUCTS SINCE 1881\n\nSTEPS YOU CAN TAKE TO FURTHER PROTECT YOUR INFORMATION\n\nReview Your Account Statements and Notify Law Enforcement of Suspicious Activity.\nAs a precautionary measure, we recommend that you remain vigilant by reviewing your\naccount statements and credit reports closely. If you detect any suspicious activity on an\naccount, you should promptly notify the financial institution or company with which the\naccount is maintained. You also should promptly report any fraudulent activity or any\nsuspected incidence of identity theft to proper law enforcement authorities, your state\nattorney general, and/or the Federal Trade Commission. To file a complaint with the FTC,\ngo to www.ftc.gov/idtheft or call 1-877-ID-THEFT (877-438-4338). Complaints filed with\nthe FTC will be added to the FTC's Identity Theft Data Clearinghouse, which is a database\nmade available to law enforcement agencies.\n\nCopy of Credit Report. You may obtain a free copy of your credit report from each of the\nthree major credit reporting agencies once every 12 months by\nvisiting http://www.annualcreditreport.com, calling toll-free 877-322-8228, or by\ncompleting an Annual Credit Report Request Form and mailing it to Annual Credit Report\nRequest Service, P.O. Box 105281, Atlanta, GA 30348. You can print a copy of the request\nform athttps://www.annualcreditreport.com/cra/requestformfinal.pdf. Or you can elect to\npurchase a copy of your credit report by contacting one of the three national credit\nreporting agencies. Contact information for the three national credit reporting agencies for\nthe purpose of requesting a copy of your credit report or for general inquiries is provided\nbelow:\n\nEquifax\n(800) 685-1111\nwww.equifax.com\nP.O. Box 740241\nAtlanta, GA 30374\n\nExperian\n(888) 397-3742\nwww.experian.com\n535 Anton Blvd., Suite 100\nCosta Mesa, CA 92626\n\nTransUnion\n(800) 916-8800\nwww.transunion.com\nP.O. Box 6790\nFullerton, CA 92834\n\nFraud Alert. You may want to consider placing a fraud alert on your credit report. An\ninitial fraud alert is free and will stay on your credit file for at least 90 days. The alert\ninforms creditors of possible fraudulent activity within your report and requests that the\ncreditor contact you prior to establishing any accounts in your name. To place a fraud alert\non your credit report, contact any of the three credit reporting agencies identified above.\nAdditional information is available at http://www.annualcreditreport.com.\n\nSecurity Freeze. In some US states, you have the right to put a security freeze on your\ncredit file. This will prevent new credit from being opened in your name without the use of\na PIN number that is issued to you when you initiate the freeze. A security freeze is\nWHD/12600195.1\n\n12855 W. Lisbon Rd.,Suite 100 Brookfield, Wisconsin 53005\n\nP.O. Box 26069 Milwaukee Wisconsin 53226-0069\n\n\x0cschwaab, :nc\n\nHIGH QUALITY MARKING PRODUCTS SINCE 1881\n\ndesigned to prevent potential creditors from accessing your credit report without your\nconsent. As a result, using a security freeze may interfere with or delay your ability to\nobtain credit. You must separately place a security freeze on your credit file with each\ncredit reporting agency. To place a security freeze, you maybe required to provide the\nconsumer reporting agency with information that identifies you including your full name,\nSocial Security number, date of birth, current and previous addresses, a copy of your state-\nissued identification card, and a recent utility bill, bank statement or insurance statement.\n\nAdditional Free Resources on Identity Theft. You may wish to review the tips provided\nby the Federal Trade Commission on how to avoid identity theft. For more information,\nplease visit http://www.ftc.gov/idtheft or call 1-877-ID-THEFT (877-438-4338). Taking\nCharge: What to Do if Your Identity is Stolen, a comprehensive guide from the FTC to help\nyou guard against and deal with identity theft, can be found on the FTC's website at\nhttp://www.ftc.gov/bcp/edu/pubs/consumer/idtheft/idt04.shtm.\n\nWHD/ 12600195.1\n\n12855 W. Lisbon Rd.,Suite 100 Brookfield, Wisconsin 53005\n\nP.O. Box 26069 Milwaukee Wisconsin 53226-0069\n\n\x0c""",2016,Iowa
92,https://www.iowaattorneygeneral.gov/media/cms/Schwans_Home_Service_Inc_B6B79D386509B.pdf,Schwan's Home Service Inc. [Schwan's],b'\x0c\x0c',2016,Iowa
93,https://www.iowaattorneygeneral.gov/media/cms/Scottrade_90C8A9AF476F0.pdf,Scottrade,b'\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
94,https://www.iowaattorneygeneral.gov/media/cms/CPD_SOI_vs_Seim_Johnson_LLP_19E0257A7766D.pdf,"Seim Johnson, LLP",b'\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
95,https://www.iowaattorneygeneral.gov/media/cms/Stamford_Podiatry_Group_9E8CF8437F4D7.pdf,Stamford Podiatry Group,b'\x0c\x0c\x0c\x0c\x0c\x0c',2016,Iowa
